0,0.00000954
1,0.00000741
2,0.00000197
3,0.00000152
4,0.00000156
5,0.00000151
6,0.00000154
7,0.00000158
8,0.00000149
9,0.00000158
10,0.00000164
11,0.00000157
12,0.00000159
13,0.00000161
14,0.00000158
15,0.00000165
16,0.00000152
17,0.00000158
18,0.00000152
19,0.00000149
20,0.00000154
21,0.00000154
22,0.00000158
23,0.00000149
24,0.00000150
25,0.00000150
26,0.00000152
27,0.00000153
28,0.00000151
29,0.00000150
30,0.00000148
31,0.00000147
32,0.00000148
33,0.00000153
34,0.00000152
35,0.00000173
36,0.00000174
37,0.00000167
38,0.00000166
39,0.00000162
40,0.00000152
41,0.00000152
42,0.00000153
43,0.00000148
44,0.00000159
45,0.00000161
46,0.00000167
47,0.00000162
48,0.00000145
49,0.00000151
50,0.00000157
51,0.00000167
52,0.00000151
53,0.00000156
54,0.00000166
55,0.00000155
56,0.00000155
57,0.00000161
58,0.00000167
59,0.00000156
60,0.00000152
61,0.00000158
62,0.00000152
63,0.00000149
64,0.00000149
65,0.00000145
66,0.00000147
67,0.00000148
68,0.00000157
69,0.00000153
70,0.00000154
71,0.00000154
72,0.00000149
73,0.00000150
74,0.00000151
75,0.00000144
76,0.00000160
77,0.00000147
78,0.00000160
79,0.00000145
80,0.00000154
81,0.00000154
82,0.00000149
83,0.00000158
84,0.00000184
85,0.00000155
86,0.00000158
87,0.00000160
88,0.00000153
89,0.00000159
90,0.00000151
91,0.00000152
92,0.00000163
93,0.00000146
94,0.00000149
95,0.00000153
96,0.00000144
97,0.00000170
98,0.00000150
99,0.00000159
100,0.00000151
101,0.00000152
102,0.00000162
103,0.00000153
104,0.00000146
105,0.00000144
106,0.00000149
107,0.00000163
108,0.00000156
109,0.00000143
110,0.00000147
111,0.00000141
112,0.00000155
113,0.00000159
114,0.00000151
115,0.00000148
116,0.00000152
117,0.00000152
118,0.00000148
119,0.00000153
120,0.00000148
121,0.00000161
122,0.00000175
123,0.00000163
124,0.00000154
125,0.00000146
126,0.00000149
127,0.00000147
128,0.00000148
129,0.00000153
130,0.00000153
131,0.00000147
132,0.00000176
133,0.00000149
134,0.00000147
135,0.00000149
136,0.00000148
137,0.00000147
138,0.00000175
139,0.00000154
140,0.00000153
141,0.00000146
142,0.00000147
143,0.00000159
144,0.00000149
145,0.00000150
146,0.00000166
147,0.00000158
148,0.00000155
149,0.00000155
150,0.00000150
151,0.00000156
152,0.00000150
153,0.00000165
154,0.00000173
155,0.00000154
156,0.00000146
157,0.00000147
158,0.00000152
159,0.00000156
160,0.00000151
161,0.00000158
162,0.00000154
163,0.00000147
164,0.00000169
165,0.00001935
166,0.00000169
167,0.00000155
168,0.00000134
169,0.00000141
170,0.00000165
171,0.00000166
172,0.00000162
173,0.00000162
174,0.00000152
175,0.00000143
176,0.00000146
177,0.00000164
178,0.00000150
179,0.00000146
180,0.00000160
181,0.00000143
182,0.00000158
183,0.00000145
184,0.00000154
185,0.00000163
186,0.00000153
187,0.00000148
188,0.00000157
189,0.00000145
190,0.00000165
191,0.00000162
192,0.00000156
193,0.00000152
194,0.00000177
195,0.00000151
196,0.00000158
197,0.00000136
198,0.00000155
199,0.00000155
200,0.00000149
