0,0.00000033
1,0.00000014
2,0.00000012
3,0.00000009
4,0.00000014
5,0.00000011
6,0.00000015
7,0.00000015
8,0.00000016
9,0.00000017
10,0.00000023
11,0.00000019
12,0.00000022
13,0.00000019
14,0.00000026
15,0.00000029
16,0.00000027
17,0.00000026
18,0.00000029
19,0.00000031
20,0.00000034
21,0.00000032
22,0.00000032
23,0.00000037
24,0.00000032
25,0.00000035
26,0.00000040
27,0.00000039
28,0.00000038
29,0.00000033
30,0.00000043
31,0.00000043
32,0.00000043
33,0.00000046
34,0.00000047
35,0.00000049
36,0.00000049
37,0.00000045
38,0.00000055
39,0.00000053
40,0.00000053
41,0.00000055
42,0.00000052
43,0.00000059
44,0.00000064
45,0.00000053
46,0.00000059
47,0.00000063
48,0.00000065
49,0.00000060
50,0.00000072
51,0.00000064
52,0.00000062
53,0.00000067
54,0.00000073
55,0.00000067
56,0.00000073
57,0.00000073
58,0.00000073
59,0.00000077
60,0.00000078
61,0.00000076
62,0.00000075
63,0.00000076
64,0.00000072
65,0.00000082
66,0.00000082
67,0.00000086
68,0.00000087
69,0.00000089
70,0.00000093
71,0.00000092
72,0.00000089
73,0.00000092
74,0.00000092
75,0.00000097
76,0.00000093
77,0.00000100
78,0.00000101
79,0.00000089
80,0.00000098
81,0.00000100
82,0.00000106
83,0.00000095
84,0.00000105
85,0.00000111
86,0.00000113
87,0.00000112
88,0.00000106
89,0.00000117
90,0.00000108
91,0.00000117
92,0.00000104
93,0.00000119
94,0.00000120
95,0.00000116
96,0.00000113
97,0.00000121
98,0.00000121
99,0.00000122
100,0.00000126
101,0.00000116
102,0.00000131
103,0.00000117
104,0.00000131
105,0.00000128
106,0.00000131
107,0.00000133
108,0.00000129
109,0.00000130
110,0.00000137
111,0.00000131
112,0.00000136
113,0.00000139
114,0.00000132
115,0.00000142
116,0.00000140
117,0.00000143
118,0.00000142
119,0.00000143
120,0.00000144
121,0.00000149
122,0.00000143
123,0.00000147
124,0.00000148
125,0.00000157
126,0.00000156
127,0.00000151
128,0.00000149
129,0.00000144
130,0.00000173
131,0.00000160
132,0.00000165
133,0.00000165
134,0.00000159
135,0.00000163
136,0.00000170
137,0.00000162
138,0.00000170
139,0.00000173
140,0.00000158
141,0.00000168
142,0.00000174
143,0.00000169
144,0.00000176
145,0.00000169
146,0.00000180
147,0.00000177
148,0.00000168
149,0.00000169
150,0.00000183
151,0.00000184
152,0.00000181
153,0.00000177
154,0.00000190
155,0.00000181
156,0.00000186
157,0.00000184
158,0.00000190
159,0.00000186
160,0.00000191
161,0.00000196
162,0.00000194
163,0.00000197
164,0.00000198
165,0.00000198
166,0.00000192
167,0.00000197
168,0.00000195
169,0.00000200
170,0.00000197
171,0.00000198
172,0.00000203
173,0.00000203
174,0.00000200
175,0.00000202
176,0.00000206
177,0.00000208
178,0.00000214
179,0.00000212
180,0.00000222
181,0.00000226
182,0.00000225
183,0.00000228
184,0.00000230
185,0.00000213
186,0.00000216
187,0.00000231
188,0.00000229
189,0.00000230
190,0.00000221
191,0.00000231
192,0.00000226
193,0.00000222
194,0.00000238
195,0.00000231
196,0.00000226
197,0.00000227
198,0.00000232
199,0.00000251
200,0.00000229
